[2024-03-27T04:12:17.769+0000][0.005s][1][125][debug] Minimum heap 8254390272  Initial heap 8254390272  Maximum heap 8254390272
[2024-03-27T04:12:17.769+0000][0.005s][1][125][info ] Using G1
[2024-03-27T04:12:17.769+0000][0.005s][1][125][trace] Trying to allocate at address 0x0000000614000000 heap of size 0x1ec000000
[2024-03-27T04:12:17.769+0000][0.005s][1][125][debug] Heap address: 0x0000000614000000, size: 7872 MB, Compressed Oops mode: Zero based, Oop shift amount: 3
[2024-03-27T04:12:17.772+0000][0.009s][1][125][debug] Expand the heap. requested expansion amount: 8254390272B expansion amount: 8254390272B
[2024-03-27T04:12:17.772+0000][0.009s][1][125][debug] Running G1 PreTouch with 10 workers for 1968 work units pre-touching 8254390272B.
[2024-03-27T04:12:18.136+0000][0.372s][1][125][debug] Running G1 PreTouch with 10 workers for 31 work units pre-touching 128974848B.
[2024-03-27T04:12:18.141+0000][0.378s][1][125][debug] Running G1 PreTouch with 10 workers for 31 work units pre-touching 128974848B.
[2024-03-27T04:12:18.147+0000][0.384s][1][125][debug] Running G1 PreTouch with 4 workers for 4 work units pre-touching 16121856B.
[2024-03-27T04:12:18.149+0000][0.385s][1][125][debug] Running G1 PreTouch with 4 workers for 4 work units pre-touching 16121856B.
[2024-03-27T04:12:18.152+0000][0.388s][1][125][debug] Running G1 PreTouch with 4 workers for 4 work units pre-touching 16121856B.
[2024-03-27T04:12:18.156+0000][0.392s][1][125][debug] Activate regions [0, 492)
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 195|0x00000006d7000000, 0x00000006d7000000, 0x00000006d8000000|  0%| F|  |TAMS 0x00000006d7000000, 0x00000006d7000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 196|0x00000006d8000000, 0x00000006d8000000, 0x00000006d9000000|  0%| F|  |TAMS 0x00000006d8000000, 0x00000006d8000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 197|0x00000006d9000000, 0x00000006d9000000, 0x00000006da000000|  0%| F|  |TAMS 0x00000006d9000000, 0x00000006d9000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 198|0x00000006da000000, 0x00000006da000000, 0x00000006db000000|  0%| F|  |TAMS 0x00000006da000000, 0x00000006da000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 199|0x00000006db000000, 0x00000006db000000, 0x00000006dc000000|  0%| F|  |TAMS 0x00000006db000000, 0x00000006db000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 200|0x00000006dc000000, 0x00000006dc000000, 0x00000006dd000000|  0%| F|  |TAMS 0x00000006dc000000, 0x00000006dc000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 201|0x00000006dd000000, 0x00000006dd000000, 0x00000006de000000|  0%| F|  |TAMS 0x00000006dd000000, 0x00000006dd000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 202|0x00000006de000000, 0x00000006de000000, 0x00000006df000000|  0%| F|  |TAMS 0x00000006de000000, 0x00000006de000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 203|0x00000006df000000, 0x00000006df000000, 0x00000006e0000000|  0%| F|  |TAMS 0x00000006df000000, 0x00000006df000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 204|0x00000006e0000000, 0x00000006e0000000, 0x00000006e1000000|  0%| F|  |TAMS 0x00000006e0000000, 0x00000006e0000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 205|0x00000006e1000000, 0x00000006e1000000, 0x00000006e2000000|  0%| F|  |TAMS 0x00000006e1000000, 0x00000006e1000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 206|0x00000006e2000000, 0x00000006e2000000, 0x00000006e3000000|  0%| F|  |TAMS 0x00000006e2000000, 0x00000006e2000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 207|0x00000006e3000000, 0x00000006e3000000, 0x00000006e4000000|  0%| F|  |TAMS 0x00000006e3000000, 0x00000006e3000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 208|0x00000006e4000000, 0x00000006e4000000, 0x00000006e5000000|  0%| F|  |TAMS 0x00000006e4000000, 0x00000006e4000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 209|0x00000006e5000000, 0x00000006e5000000, 0x00000006e6000000|  0%| F|  |TAMS 0x00000006e5000000, 0x00000006e5000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 210|0x00000006e6000000, 0x00000006e6000000, 0x00000006e7000000|  0%| F|  |TAMS 0x00000006e6000000, 0x00000006e6000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 211|0x00000006e7000000, 0x00000006e7000000, 0x00000006e8000000|  0%| F|  |TAMS 0x00000006e7000000, 0x00000006e7000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 212|0x00000006e8000000, 0x00000006e8000000, 0x00000006e9000000|  0%| F|  |TAMS 0x00000006e8000000, 0x00000006e8000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 213|0x00000006e9000000, 0x00000006e9000000, 0x00000006ea000000|  0%| F|  |TAMS 0x00000006e9000000, 0x00000006e9000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 214|0x00000006ea000000, 0x00000006ea000000, 0x00000006eb000000|  0%| F|  |TAMS 0x00000006ea000000, 0x00000006ea000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 215|0x00000006eb000000, 0x00000006eb000000, 0x00000006ec000000|  0%| F|  |TAMS 0x00000006eb000000, 0x00000006eb000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 216|0x00000006ec000000, 0x00000006ec000000, 0x00000006ed000000|  0%| F|  |TAMS 0x00000006ec000000, 0x00000006ec000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 217|0x00000006ed000000, 0x00000006ed000000, 0x00000006ee000000|  0%| F|  |TAMS 0x00000006ed000000, 0x00000006ed000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 218|0x00000006ee000000, 0x00000006ee000000, 0x00000006ef000000|  0%| F|  |TAMS 0x00000006ee000000, 0x00000006ee000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 219|0x00000006ef000000, 0x00000006ef000000, 0x00000006f0000000|  0%| F|  |TAMS 0x00000006ef000000, 0x00000006ef000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 220|0x00000006f0000000, 0x00000006f0000000, 0x00000006f1000000|  0%| F|  |TAMS 0x00000006f0000000, 0x00000006f0000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 221|0x00000006f1000000, 0x00000006f1000000, 0x00000006f2000000|  0%| F|  |TAMS 0x00000006f1000000, 0x00000006f1000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 222|0x00000006f2000000, 0x00000006f2000000, 0x00000006f3000000|  0%| F|  |TAMS 0x00000006f2000000, 0x00000006f2000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 223|0x00000006f3000000, 0x00000006f3000000, 0x00000006f4000000|  0%| F|  |TAMS 0x00000006f3000000, 0x00000006f3000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 224|0x00000006f4000000, 0x00000006f4000000, 0x00000006f5000000|  0%| F|  |TAMS 0x00000006f4000000, 0x00000006f4000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 225|0x00000006f5000000, 0x00000006f5000000, 0x00000006f6000000|  0%| F|  |TAMS 0x00000006f5000000, 0x00000006f5000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 226|0x00000006f6000000, 0x00000006f6000000, 0x00000006f7000000|  0%| F|  |TAMS 0x00000006f6000000, 0x00000006f6000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 227|0x00000006f7000000, 0x00000006f7000000, 0x00000006f8000000|  0%| F|  |TAMS 0x00000006f7000000, 0x00000006f7000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 228|0x00000006f8000000, 0x00000006f8000000, 0x00000006f9000000|  0%| F|  |TAMS 0x00000006f8000000, 0x00000006f8000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 229|0x00000006f9000000, 0x00000006f9000000, 0x00000006fa000000|  0%| F|  |TAMS 0x00000006f9000000, 0x00000006f9000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 230|0x00000006fa000000, 0x00000006fa000000, 0x00000006fb000000|  0%| F|  |TAMS 0x00000006fa000000, 0x00000006fa000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 231|0x00000006fb000000, 0x00000006fb000000, 0x00000006fc000000|  0%| F|  |TAMS 0x00000006fb000000, 0x00000006fb000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 232|0x00000006fc000000, 0x00000006fc000000, 0x00000006fd000000|  0%| F|  |TAMS 0x00000006fc000000, 0x00000006fc000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 233|0x00000006fd000000, 0x00000006fd000000, 0x00000006fe000000|  0%| F|  |TAMS 0x00000006fd000000, 0x00000006fd000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 234|0x00000006fe000000, 0x00000006fe000000, 0x00000006ff000000|  0%| F|  |TAMS 0x00000006fe000000, 0x00000006fe000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 235|0x00000006ff000000, 0x00000006ff000000, 0x0000000700000000|  0%| F|  |TAMS 0x00000006ff000000, 0x00000006ff000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 236|0x0000000700000000, 0x0000000700000000, 0x0000000701000000|  0%| F|  |TAMS 0x0000000700000000, 0x0000000700000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 237|0x0000000701000000, 0x0000000701000000, 0x0000000702000000|  0%| F|  |TAMS 0x0000000701000000, 0x0000000701000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 238|0x0000000702000000, 0x0000000702000000, 0x0000000703000000|  0%| F|  |TAMS 0x0000000702000000, 0x0000000702000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 239|0x0000000703000000, 0x0000000703000000, 0x0000000704000000|  0%| F|  |TAMS 0x0000000703000000, 0x0000000703000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 240|0x0000000704000000, 0x0000000704000000, 0x0000000705000000|  0%| F|  |TAMS 0x0000000704000000, 0x0000000704000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 241|0x0000000705000000, 0x0000000705000000, 0x0000000706000000|  0%| F|  |TAMS 0x0000000705000000, 0x0000000705000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 242|0x0000000706000000, 0x0000000706000000, 0x0000000707000000|  0%| F|  |TAMS 0x0000000706000000, 0x0000000706000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 243|0x0000000707000000, 0x0000000707000000, 0x0000000708000000|  0%| F|  |TAMS 0x0000000707000000, 0x0000000707000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 244|0x0000000708000000, 0x0000000708000000, 0x0000000709000000|  0%| F|  |TAMS 0x0000000708000000, 0x0000000708000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 245|0x0000000709000000, 0x0000000709000000, 0x000000070a000000|  0%| F|  |TAMS 0x0000000709000000, 0x0000000709000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.293s][1][140][trace] GC(5) | 246|0x000000070a000000, 0x000000070a000000, 0x000000070b000000|  0%| F|  |TAMS 0x000000070a000000, 0x000000070a000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 247|0x000000070b000000, 0x000000070b000000, 0x000000070c000000|  0%| F|  |TAMS 0x000000070b000000, 0x000000070b000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 248|0x000000070c000000, 0x000000070c000000, 0x000000070d000000|  0%| F|  |TAMS 0x000000070c000000, 0x000000070c000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 249|0x000000070d000000, 0x000000070d000000, 0x000000070e000000|  0%| F|  |TAMS 0x000000070d000000, 0x000000070d000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 250|0x000000070e000000, 0x000000070e000000, 0x000000070f000000|  0%| F|  |TAMS 0x000000070e000000, 0x000000070e000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 251|0x000000070f000000, 0x000000070f000000, 0x0000000710000000|  0%| F|  |TAMS 0x000000070f000000, 0x000000070f000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 252|0x0000000710000000, 0x0000000710000000, 0x0000000711000000|  0%| F|  |TAMS 0x0000000710000000, 0x0000000710000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 253|0x0000000711000000, 0x0000000711000000, 0x0000000712000000|  0%| F|  |TAMS 0x0000000711000000, 0x0000000711000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 254|0x0000000712000000, 0x0000000712000000, 0x0000000713000000|  0%| F|  |TAMS 0x0000000712000000, 0x0000000712000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 255|0x0000000713000000, 0x0000000713000000, 0x0000000714000000|  0%| F|  |TAMS 0x0000000713000000, 0x0000000713000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 256|0x0000000714000000, 0x0000000714000000, 0x0000000715000000|  0%| F|  |TAMS 0x0000000714000000, 0x0000000714000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 257|0x0000000715000000, 0x0000000715000000, 0x0000000716000000|  0%| F|  |TAMS 0x0000000715000000, 0x0000000715000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 258|0x0000000716000000, 0x0000000716000000, 0x0000000717000000|  0%| F|  |TAMS 0x0000000716000000, 0x0000000716000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 259|0x0000000717000000, 0x0000000717000000, 0x0000000718000000|  0%| F|  |TAMS 0x0000000717000000, 0x0000000717000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 260|0x0000000718000000, 0x0000000718000000, 0x0000000719000000|  0%| F|  |TAMS 0x0000000718000000, 0x0000000718000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 261|0x0000000719000000, 0x0000000719000000, 0x000000071a000000|  0%| F|  |TAMS 0x0000000719000000, 0x0000000719000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 262|0x000000071a000000, 0x000000071a000000, 0x000000071b000000|  0%| F|  |TAMS 0x000000071a000000, 0x000000071a000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 263|0x000000071b000000, 0x000000071b000000, 0x000000071c000000|  0%| F|  |TAMS 0x000000071b000000, 0x000000071b000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 264|0x000000071c000000, 0x000000071c000000, 0x000000071d000000|  0%| F|  |TAMS 0x000000071c000000, 0x000000071c000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 265|0x000000071d000000, 0x000000071d000000, 0x000000071e000000|  0%| F|  |TAMS 0x000000071d000000, 0x000000071d000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 266|0x000000071e000000, 0x000000071e000000, 0x000000071f000000|  0%| F|  |TAMS 0x000000071e000000, 0x000000071e000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 267|0x000000071f000000, 0x000000071f000000, 0x0000000720000000|  0%| F|  |TAMS 0x000000071f000000, 0x000000071f000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 268|0x0000000720000000, 0x0000000720000000, 0x0000000721000000|  0%| F|  |TAMS 0x0000000720000000, 0x0000000720000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 269|0x0000000721000000, 0x0000000721000000, 0x0000000722000000|  0%| F|  |TAMS 0x0000000721000000, 0x0000000721000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 270|0x0000000722000000, 0x0000000722000000, 0x0000000723000000|  0%| F|  |TAMS 0x0000000722000000, 0x0000000722000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 271|0x0000000723000000, 0x0000000723000000, 0x0000000724000000|  0%| F|  |TAMS 0x0000000723000000, 0x0000000723000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 272|0x0000000724000000, 0x0000000724000000, 0x0000000725000000|  0%| F|  |TAMS 0x0000000724000000, 0x0000000724000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 273|0x0000000725000000, 0x0000000725000000, 0x0000000726000000|  0%| F|  |TAMS 0x0000000725000000, 0x0000000725000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 274|0x0000000726000000, 0x0000000726000000, 0x0000000727000000|  0%| F|  |TAMS 0x0000000726000000, 0x0000000726000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 275|0x0000000727000000, 0x0000000727000000, 0x0000000728000000|  0%| F|  |TAMS 0x0000000727000000, 0x0000000727000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 276|0x0000000728000000, 0x0000000728000000, 0x0000000729000000|  0%| F|  |TAMS 0x0000000728000000, 0x0000000728000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 277|0x0000000729000000, 0x0000000729000000, 0x000000072a000000|  0%| F|  |TAMS 0x0000000729000000, 0x0000000729000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 278|0x000000072a000000, 0x000000072a000000, 0x000000072b000000|  0%| F|  |TAMS 0x000000072a000000, 0x000000072a000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 279|0x000000072b000000, 0x000000072b000000, 0x000000072c000000|  0%| F|  |TAMS 0x000000072b000000, 0x000000072b000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 280|0x000000072c000000, 0x000000072c000000, 0x000000072d000000|  0%| F|  |TAMS 0x000000072c000000, 0x000000072c000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 281|0x000000072d000000, 0x000000072d000000, 0x000000072e000000|  0%| F|  |TAMS 0x000000072d000000, 0x000000072d000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 282|0x000000072e000000, 0x000000072e000000, 0x000000072f000000|  0%| F|  |TAMS 0x000000072e000000, 0x000000072e000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 283|0x000000072f000000, 0x000000072f000000, 0x0000000730000000|  0%| F|  |TAMS 0x000000072f000000, 0x000000072f000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 284|0x0000000730000000, 0x0000000730000000, 0x0000000731000000|  0%| F|  |TAMS 0x0000000730000000, 0x0000000730000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 285|0x0000000731000000, 0x0000000731000000, 0x0000000732000000|  0%| F|  |TAMS 0x0000000731000000, 0x0000000731000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 286|0x0000000732000000, 0x0000000732000000, 0x0000000733000000|  0%| F|  |TAMS 0x0000000732000000, 0x0000000732000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 287|0x0000000733000000, 0x0000000733000000, 0x0000000734000000|  0%| F|  |TAMS 0x0000000733000000, 0x0000000733000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 288|0x0000000734000000, 0x0000000734000000, 0x0000000735000000|  0%| F|  |TAMS 0x0000000734000000, 0x0000000734000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 289|0x0000000735000000, 0x0000000735000000, 0x0000000736000000|  0%| F|  |TAMS 0x0000000735000000, 0x0000000735000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 290|0x0000000736000000, 0x0000000736000000, 0x0000000737000000|  0%| F|  |TAMS 0x0000000736000000, 0x0000000736000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 291|0x0000000737000000, 0x0000000737000000, 0x0000000738000000|  0%| F|  |TAMS 0x0000000737000000, 0x0000000737000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 292|0x0000000738000000, 0x0000000738000000, 0x0000000739000000|  0%| F|  |TAMS 0x0000000738000000, 0x0000000738000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 293|0x0000000739000000, 0x0000000739000000, 0x000000073a000000|  0%| F|  |TAMS 0x0000000739000000, 0x0000000739000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 294|0x000000073a000000, 0x000000073a000000, 0x000000073b000000|  0%| F|  |TAMS 0x000000073a000000, 0x000000073a000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 295|0x000000073b000000, 0x000000073b000000, 0x000000073c000000|  0%| F|  |TAMS 0x000000073b000000, 0x000000073b000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 296|0x000000073c000000, 0x000000073c000000, 0x000000073d000000|  0%| F|  |TAMS 0x000000073c000000, 0x000000073c000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 297|0x000000073d000000, 0x000000073d000000, 0x000000073e000000|  0%| F|  |TAMS 0x000000073d000000, 0x000000073d000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 298|0x000000073e000000, 0x000000073e000000, 0x000000073f000000|  0%| F|  |TAMS 0x000000073e000000, 0x000000073e000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 299|0x000000073f000000, 0x000000073f000000, 0x0000000740000000|  0%| F|  |TAMS 0x000000073f000000, 0x000000073f000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 300|0x0000000740000000, 0x0000000740000000, 0x0000000741000000|  0%| F|  |TAMS 0x0000000740000000, 0x0000000740000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 301|0x0000000741000000, 0x0000000741000000, 0x0000000742000000|  0%| F|  |TAMS 0x0000000741000000, 0x0000000741000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 302|0x0000000742000000, 0x0000000742000000, 0x0000000743000000|  0%| F|  |TAMS 0x0000000742000000, 0x0000000742000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 303|0x0000000743000000, 0x0000000743000000, 0x0000000744000000|  0%| F|  |TAMS 0x0000000743000000, 0x0000000743000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 304|0x0000000744000000, 0x0000000744000000, 0x0000000745000000|  0%| F|  |TAMS 0x0000000744000000, 0x0000000744000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 305|0x0000000745000000, 0x0000000745000000, 0x0000000746000000|  0%| F|  |TAMS 0x0000000745000000, 0x0000000745000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 306|0x0000000746000000, 0x0000000746000000, 0x0000000747000000|  0%| F|  |TAMS 0x0000000746000000, 0x0000000746000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 307|0x0000000747000000, 0x0000000747000000, 0x0000000748000000|  0%| F|  |TAMS 0x0000000747000000, 0x0000000747000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 308|0x0000000748000000, 0x0000000748000000, 0x0000000749000000|  0%| F|  |TAMS 0x0000000748000000, 0x0000000748000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 309|0x0000000749000000, 0x0000000749000000, 0x000000074a000000|  0%| F|  |TAMS 0x0000000749000000, 0x0000000749000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 310|0x000000074a000000, 0x000000074a000000, 0x000000074b000000|  0%| F|  |TAMS 0x000000074a000000, 0x000000074a000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 311|0x000000074b000000, 0x000000074b000000, 0x000000074c000000|  0%| F|  |TAMS 0x000000074b000000, 0x000000074b000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 312|0x000000074c000000, 0x000000074c000000, 0x000000074d000000|  0%| F|  |TAMS 0x000000074c000000, 0x000000074c000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 313|0x000000074d000000, 0x000000074d000000, 0x000000074e000000|  0%| F|  |TAMS 0x000000074d000000, 0x000000074d000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 314|0x000000074e000000, 0x000000074e000000, 0x000000074f000000|  0%| F|  |TAMS 0x000000074e000000, 0x000000074e000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 315|0x000000074f000000, 0x000000074f000000, 0x0000000750000000|  0%| F|  |TAMS 0x000000074f000000, 0x000000074f000000| Untracked 
[2024-03-27T04:12:23.057+0000][5.294s][1][140][trace] GC(5) | 316|0x0000000750000000, 0x0000000750000000, 0x0000000751000000|  0%| F|  |TAMS 0x0000000750000000, 0x0000000750000000| Untracked 
